year,pieces,descr,set
1997,135.0,Aqua Dozer<br>-Crisis News Crew<br>-Chief's Tepee,Sets:<br>-
1967,44.0,Biplane,"Set: "
2002,25.0,Spider-Man Action Pack<br>-Lehvak Va (Kabaya Promotional)<br>-Red Monster<br>-Yellow Band (Pack of 25)<br>-2 x 2 Angle Plate (Pack of 25)<br>-Pneumatic T-Pieces (Pack of 25)<br>-12 Tooth Double Bevel Gears (Pack of 25)<br>-Black Bands (Pack of 50)<br>-Red Bands (Pack of 25)<br>-20 Tooth Double Bevel Gears (Pack of 25)<br>-40 Tooth Gears (Pack of 25)<br>-Bobbins {Technic Reels}<br>-Steering Wheels (Pack of 25)<br>-Airplane [Legoland Deutschland],Sets:<br>-
2008,378.0,Basic Bricks -- Medium,"Set: "
1974,46.0,Mobile Crane,"Set: "
1985,215.0,Basic Set with Storage Case,"Set: "
2012,40.0,Mining Quad<br>-Bat Jetski<br>-Scuderia Ferrari Truck<br>-Batman,Sets:<br>-
2011,219.0,Police Helicopter,"Set: "
1977,6.0,Locomotive Piston Assemblies<br>-Locomotive Piston Assemblies,Sets:<br>-
1983,318.0,Universal Building Set,"Set: "
2002,62.0,Ogel Mutant Squid<br>-American Flag with Sticker For Stars (Legoland California),Sets:<br>-
2004,202.0,Animals,"Set: "
2003,996.0,"Millennium Falcon (Redesign), Blue box","Set: "
1959,22.0,Volkswagen Kit,"Set: "
1970,151.0,12V Electric Train with 2 Wagons,"Set: "
2009,708.0,Titanium Command Rig,"Set: "
1979,210.0,Knight's Tournament,"Set: "
2006,26.0,QUICK Bad Guy Green<br>-QUICK Bad Guy Yellow,Sets:<br>-
2014,479.0,Knights&#039; Castle<br>-Coruscant Police Gunship,Sets:<br>-
2010,27.0,World Race Powerboat,"Set: "
2016,145.0,Lost Temple,"Set: "
2006,439.0,B-wing Fighter,"Set: "
1987,66.0,Toggle Joints,"Set: "
2016,103.0,Party Train<br>-Rally Car<br>-Tahu Uniter of Fire,Sets:<br>-
2004,211.0,"Rebel Snowspeeder (redesign), Original Trilogy Edition box","Set: "
1994,13.0,"Crane Hook, Cam, Propellor","Set: "
2002,92.0,Wake Rider (Wave Catcher),"Set: "
1994,181.0,Dalmatian Station Building Set,"Set: "
1991,900.0,Dacta Theme Set,"Set: "
1999,35.0,Racer,"Set: "
2006,43.0,Carbon Star,"Set: "
2015,18.0,Bunny And Garden<br>-This moments<br>-Kayak<br>-Micro Shinto Shrine<br>-Micro Kai's Fighter Jet,Sets:<br>-
1985,36.0,Basic Building Set<br>-Castle Mini Figures,Sets:<br>-
1967,12.0,Train Couplers and Wheels (The Building Toy)<br>-Wheels for Motor (The Building Toy)<br>-Wheels for the Motor (System),Sets:<br>-
2015,152.0,Jay&#039;s Electromech,"Set: "
2006,12.0,Advent Calendar 2006 City (Day 15) Phone Kiosk<br>-Advent Calendar 2006 City (Day  3) Traffic Cone Barricade Cement Finisher,Sets:<br>-
1991,10.0,"Hub, Tire and Wheel Suspension","Set: "
1993,31.0,Pirate's Gun Cart<br>-Glade Runner,Sets:<br>-
2014,712.0,Arctic Icebreaker,"Set: "
2009,14.0,Advent Calendar 2009 City (Day 17) Wheelbarrow and Snowballs<br>-Advent Calendar 2009 City (Day 22) Chainsaw Sawhorse and Log<br>-Space Speeder<br>-Raanu<br>-Metus,Sets:<br>-
2012,364.0,Hayabusa,"Set: "
1987,153.0,Fire Station,"Set: "
2013,925.0,Jedi Defender-class Cruiser,"Set: "
2008,60.0,Toa Gali,"Set: "
2015,754.0,Ninja DB X,"Set: "
1990,337.0,Build-N-Store Chest,"Set: "
2009,90.0,Monster Jumper,"Set: "
1983,52.0,12V Train Light Posts,"Set: "
2007,104.0,Farm,"Set: "
2003,10.0,"Advent Calendar 2003 Creator (Day 17) Bird<br>-Advent Calendar 2003 Creator (Day  7) Spaceship<br>-Technic Clutches<br>-Red Frame, Black Door, Green Pane",Sets:<br>-
1985,134.0,Garage<br>-Manual Road Crossing,Sets:<br>-
2015,70.0,Protector of Jungle,"Set: "
1966,74.0,Locomotive with Motor,"Set: "
1978,63.0,Martinair DC-9,"Set: "
2015,339.0,McLaren Mercedes Pit Stop,"Set: "
2013,42.0,Creative Cars<br>-Legends of Chima Minifigure Accessory Set<br>-The Joker Mini Mech Bot,Sets:<br>-
1997,143.0,Treasure Hunters,"Set: "
2007,25.0,Bad Guy<br>-12-Tooth Black Double Conical Wheels (Pack of 25)<br>-36-Tooth Double Conical Wheels (Pack of 25)<br>-Technic Triangle (Pack of 25)<br>-Cam Wheel (Pack of 25),Sets:<br>-
2011,589.0,Extreme Cruiser,"Set: "
2006,93.0,Motor Box,"Set: "
2013,13.0,"60024 Advent Calendar 2013, City (Day 16)<br>-Advent Calendar 2013, Star Wars (Day 20) - Jedi Starfighter",Sets:<br>-
2014,97.0,CHI Sir Fangar<br>-X-Wing Fighter<br>-Star Destroyer,Sets:<br>-
2007,1326.0,Trade Federation MTT,"Set: "
2011,389.0,Bounty Hunter Gunship,"Set: "
2010,383.0,Lavatraz,"Set: "
2007,62.0,Toa Mahri Matoro<br>-Takadox,Sets:<br>-
1990,350.0,Basic Building Set,"Set: "
2007,123.0,Knights' Catapult Defense,"Set: "
2015,95.0,Sleeping Beauty's Royal Bedroom<br>-ARC-170 Starfighter<br>-Shadow Troopers,Sets:<br>-
1996,75.0,Eagle Stunt Flyer,"Set: "
1979,244.0,Town House with Garden,"Set: "
1996,2472.0,Bonus Lego Basic Town,"Set: "
2003,98.0,T-16 Skyhopper<br>-AT-AT - Mini,Sets:<br>-
2011,76.0,Slave I<br>-Holiday Stocking,Sets:<br>-
2013,2844.0,Identity and Landscape Kit,"Set: "
2012,942.0,The Vampire Castle,"Set: "
1986,60.0,"Red Roof Bricks, Shallow Pitch","Set: "
1978,227.0,Hairdressing Salon,"Set: "
1988,14.0,Rowboat<br>-Action Figures,Sets:<br>-
2015,1684.0,UCS TIE Fighter,"Set: "
2004,40.0,Red & Blue Player<br>-Auto Pod<br>-Auto Pod (Toy Fair Nuernberg Promotion),Sets:<br>-
2011,111.0,Blacksmith Attack,"Set: "
2016,871.0,Fire Station,"Set: "
2007,79.0,Deep Sea Treasure Hunter,"Set: "
2003,53.0,Jedi Starfighter & Slave I - Mini,"Set: "
2008,50.0,Gray Pulley Wheel (Pack of 50),"Set: "
2008,162.0,Assault Tiger,"Set: "
2013,22.0,Jake's Treasure Hunt<br>-Monthly Mini Model Build October 2013 - Witch,Sets:<br>-
2013,85.0,Olivia's Newborn Foal,"Set: "
1988,201.0,Forestmen's Hideout,"Set: "
1975,46.0,Mobile Crane,"Set: "
2014,364.0,Jungle Bridge Rescue,"Set: "
2009,247.0,Propellor Power,"Set: "
2011,1229.0,Shuttle Expedition,"Set: "
2014,40.0,The Joker Challenge<br>-Repair Lift<br>-Spider Crawler<br>-Super Secret Police Enforcer<br>-Emmet&#039;s car,Sets:<br>-
2016,66.0,Skulzy<br>-Ultimate Robin<br>-Ultimate Lavaria<br>-Ultimate Axl<br>-Mighty Micros: Hulk vs. Ultron,Sets:<br>-
2013,75.0,Mini VW T1 Camper Van,"Set: "
1958,14.0,"Sloping Roof Bricks, Red<br>-Sloping Roof Bricks, Blue",Sets:<br>-
2010,539.0,Apple Tree House<br>-Sonic Boom,Sets:<br>-
1988,731.0,Monorail Transport System,"Set: "
2004,368.0,Hogwarts Express (2nd edition),"Set: "
2000,57.0,Research Glider,"Set: "
1955,80.0,2 x 2 Bricks,"Set: "
1976,126.0,Weetabix Promotional Windmill,"Set: "
1985,300.0,Car Repair Shop,"Set: "
2012,88.0,Ninjago Character Card Shrine,"Set: "
2000,19.0,Precision Shooting<br>-Speed Computer<br>-Hydrofoil,Sets:<br>-
2001,219.0,Adventures with Max & Tina,"Set: "
1980,54.0,Highway Repair,"Set: "
2005,630.0,Wild Hunters,"Set: "
1984,43.0,Horse Cart,"Set: "
2008,724.0,Cherry Picker,"Set: "
1994,22.0,Pulley Wheels,"Set: "
2006,830.0,Cargo Train Deluxe,"Set: "
2009,1168.0,Venator-Class Republic Attack Cruiser,"Set: "
2011,821.0,Winter Village Post Office,"Set: "
2010,2186.0,Grand Emporium,"Set: "
1986,413.0,Cosmic Fleet Voyager,"Set: "
1995,351.0,Space Station Zenon,"Set: "
2013,256.0,Construction Hauler,"Set: "
2007,176.0,Gadunka,"Set: "
2008,650.0,LEGO Basic Bricks Deluxe,"Set: "
1991,82.0,Dark Shark,"Set: "
2009,92.0,"Heart 2009<br>-LEGO Store Grand Opening Exclusive Set, NorthPark Center, Dallas, TX<br>-Legoland California 10th Birthday Cupcake Box (LLCA Ambassador Pass Exclusive)",Sets:<br>-
1961,40.0,1 x 1 x 1 Window Frame,"Set: "
1978,65.0,Fire Emergency Van,"Set: "
2015,862.0,King Crominus&#039; Rescue,"Set: "
1999,38.0,Fire Formula,"Set: "
2013,635.0,The Shellraiser Street Chase (Technic Base Version),"Set: "
2016,700.0,The Secret Market Place<br>-Vader's TIE Advanced vs. A-Wing Starfighter,Sets:<br>-
1981,488.0,Electric Passenger Train,"Set: "
2002,133.0,The Dueling Club,"Set: "
2006,18.0,Speedboat,"Set: "
2004,192.0,Sirius Black's Escape<br>-Vladek's Siege Engine,Sets:<br>-
2002,166.0,Alpha Team Aquatic Mech,"Set: "
2016,37.0,The Lava Slinger<br>-Landspeeder,Sets:<br>-
1998,30.0,Formula 1 Racing Car<br>-Kelloggs Promotional Set: TECHNIC Motorcycle<br>-Hook-Truck<br>-Freestyle Set,Sets:<br>-
2011,197.0,Brickley,"Set: "
2013,8.0,"Advent Calendar 2013, Friends (Day 12) - Presents<br>-Advent Calendar 2013, Friends (Day 13) - Sled<br>-Advent Calendar 2013, Friends (Day 17) - Cell Phone /Music Player Docking Station<br>-Advent Calendar 2013, Friends (Day 18) - Snowman<br>-Advent Calendar 2013, Friends (Day 22) - Basket with Leaf<br>-Advent Calendar 2013, Friends (Day  6) - Perfume Bottles<br>-Advent Calendar 2013, Friends (Day 8) - Cups, Milk and Cookies<br>-Advent Calendar 2013, City (Day 10)<br>-60024 Advent Calendar 2013, City (Day 17)<br>-Advent Calendar 2013, City (Day  5)<br>-Advent Calendar 2013, City (Day  8)<br>-Roman Commander - Complete Set<br>-Evil Mech - Complete Set<br>-Island Warrior - Complete set<br>-Holiday Elf - Complete Set",Sets:<br>-
2011,381.0,Spinjitzu Dojo,"Set: "
2007,221.0,Brick Box,"Set: "
2016,401.0,Tiger Widow Island,"Set: "
2007,90.0,Tree Frog Sculpture (LLCA Ambassador Pass Exclusive),"Set: "
2013,271.0,Small Cottage<br>-Corporate Alliance Tank Droid,Sets:<br>-
1999,6.0,Princess Rosaline<br>-Shell Town 1999 Promotional (complete set),Sets:<br>-
1994,17.0,"Lego Motion 4A, Wind Whirler - International version<br>-Lego Motion 3A, Land Laser - International version<br>-Lego Motion 4B, Sea Skimmer - International version<br>-Pirates Cannon",Sets:<br>-
2015,561.0,Porsche 911 GT Finish Line,"Set: "
1991,404.0,Small Bucket,"Set: "
1985,238.0,Ships - 247 elements and 1 poster,"Set: "
2010,32.0,Build a Bullseye Target Gift Card Promotional,"Set: "
2013,58.0,CHI Gorzan,"Set: "
2013,246.0,Mini Backhoe Loader,"Set: "
2002,717.0,Scenery Resource Set,"Set: "
1998,81.0,Adventurers Tomb,"Set: "
2008,235.0,The Emergency Room,"Set: "
1986,24.0,Helicopter,"Set: "
2000,134.0,Millennium/Millennia,"Set: "
2001,575.0,Sopwith Camel,"Set: "
2011,52.0,Raw-Jaw<br>-Grem<br>-Mini Plane<br>-Radiator Springs Classic Mater,Sets:<br>-
1998,180.0,FreeStyle Box,"Set: "
1999,327.0,Competition Ultra Challenge [aka Cyber Stinger],"Set: "
1999,189.0,Train Wash,"Set: "
2013,17.0,"Toddler Build and Play Cubes<br>-Advent Calendar 2013, Friends (Day  5) - Stand #1<br>-LEGO Store Grand Opening Exclusive Set, Pasing Arcaden, München, Germany<br>-LEGO Store Grand Opening Exclusive Set, SCS, Wien, Austria",Sets:<br>-
1971,81.0,Swiss Chalet,"Set: "
2014,192.0,EVO XL Machine,"Set: "
1990,67.0,Hay Cart with Smugglers<br>-Safari Off-Road Vehicle,Sets:<br>-
2010,54.0,Republic Attack Shuttle - Mini,"Set: "
2004,5.0,Matoran / Vahki Co-Pack 1 (contains 8607 8611 8614 8616 8618)<br>-Matoran / Vahki Co-Pack 2 (contains 8610 8612 8615 8617 8619)<br>-Pirates Polybag<br>-Advent Calendar 2004 Clikits (Day 10) Hair Band<br>-Advent Calendar 2004 Clikits (Day 23) Hair Band<br>-Advent Calendar 2004 Clikits (Day 24) Carry Case<br>-McDonald's Sports Set Number 7 - Gray Vest Skateboarder<br>-Star Wars Miniatures Kit III,Sets:<br>-
2008,810.0,AT-TE Walker,"Set: "
2008,929.0,Temple of the Crystal Skull,"Set: "
2011,518.0,Lighthouse Island,"Set: "
1976,149.0,Weetabix Promotional House 2,"Set: "
1979,372.0,Police Headquarters<br>-Bulldozer<br>-Bulldozer,Sets:<br>-
2009,2236.0,Fire Brigade,"Set: "
2016,84.0,Wookiee Gunship<br>-Clash of the Heroes,Sets:<br>-
1993,78.0,Wave Rebel,"Set: "
2015,982.0,Heavy-Haul Train,"Set: "
1989,74.0,Flyercracker USA,"Set: "
2015,173.0,Pteranodon Capture,"Set: "
2001,25.0,2 x 4 Sand Red Ridge Roof Tiles Steep Slope<br>-Bush<br>-Stunt Go-Cart<br>-Matau<br>-Stunt Go-Kart (Kabaya Promotional)<br>-1 x 4 x 3 Wall Element Clear<br>-Brachiosaurus<br>-Matau,Sets:<br>-
2003,1456.0,Rebel Snowspeeder - UCS,"Set: "
2000,27.0,Drill Craft<br>-City #1<br>-Goal Keeper<br>-Mickey's Fire Engine,Sets:<br>-
1984,13.0,Police Car,"Set: "
1973,82.0,Ferry,"Set: "
1976,283.0,1909 Rolls-Royce,"Set: "
1987,45.0,King's Oarsmen,"Set: "
2014,407.0,Police Patrol,"Set: "
2014,730.0,The Trevi Fountain,"Set: "
1987,7.0,Light Transmitting Elements for Train Sets<br>-Crane Set Assembly,Sets:<br>-
2014,5.0,"Duplo Farm Polybag (farmer)<br>-Duplo Farm Polybag (calf)<br>-Duplo Farm Polybag (goat)<br>-Duplo Farm Polybag (cat)<br>-Advent Calendar 2014 City (Day 1) Boy Posting Christmas Mail<br>-Advent Calendar 2014 City (Day 20) Axe, Shovel and Logs<br>-Advent Calendar 2014 City (Day 3) Snowman<br>-Advent Calendar 2014 City (Day 5) Girl with Croissant<br>-Legends of Chima Super Pack 5 in 1 (70126, 70128, 70129, 70130, 70131)<br>-Ralph Wiggum<br>-Apu Nahasapeemapetilon<br>-Nelson Muntz<br>-Itchy<br>-Grampa Simpson<br>-Krusty the Clown<br>-Milhouse Van Houten<br>-Advent Calendar 2014 Star Wars (Day 4) - Clone Trooper with Santa Hat<br>-Bard the Bowman",Sets:<br>-
2002,76.0,Storming Cobra,"Set: "
2001,107.0,Imperial AT-ST,"Set: "
1997,697.0,Universal School Set,"Set: "
2015,171.0,Organiser<br>-Pop Star Recording Studio,Sets:<br>-
1997,35.0,Recycle Truck,"Set: "
1985,11.0,Buzzy Bulldog's Mailbox,"Set: "
2003,670.0,Train Engine Shed<br>-Wright Flyer,Sets:<br>-
1998,277.0,Command Post Central,"Set: "
2015,311.0,Drillex Diamond Job<br>-Flash Speeder,Sets:<br>-
1995,24.0,Freestyle Set,"Set: "
2006,400.0,Air Temple,"Set: "
2008,59.0,Police Car - Blue Sticker Version,"Set: "
2004,1000.0,Fun with Building Tub<br>-Pretend and Create<br>-Bricks and Creations Tub (Bottom Tub and its contents only),Sets:<br>-
2010,280.0,Atlantis Treasure,"Set: "
1987,122.0,Simple Machines,"Set: "
1967,17.0,"Gates and Fence, Red (System)<br>-Gates and Fence, White (The Building Toy)",Sets:<br>-
1989,71.0,Basic Building Set Gift Item,"Set: "
1961,5.0,"International Flags - Italy, Switzerland, Belgium, Germany, Netherlands<br>-International Flags - Britain, France, Austria, Portugal, LEGO",Sets:<br>-
2005,250.0,XXL 250 Canister,"Set: "
2002,52.0,Curse of the Pharaoh<br>-Freekick Frenzy,Sets:<br>-
1989,15.0,"Lego Motion 3B, Sea Eagle","Set: "
1969,4.0,Motor Bushings<br>-Lighting Device Parts Pack,Sets:<br>-
2003,151.0,Hockey Puck Feeder<br>-Flower Fairy Party [Blue Box],Sets:<br>-
2014,864.0,The Lonely Mountain,"Set: "
2005,38.0,Jedi Starfighter - Mini<br>-Jedi Starfighter - Mini - Korean Duracell promo package with 8 AA batteries<br>-Street Sprinter vs. Mutant Lizard<br>-ATR 4<br>-Lego Toy Fair 2005 Star Wars V.I.P. Gala Set,Sets:<br>-
1997,159.0,Riding Stables<br>-Pirates Ambush,Sets:<br>-
1996,292.0,Armada Flagship<br>-Country Club,Sets:<br>-
1997,20.0,Helicopter<br>-Indian Chief<br>-Helicopter<br>-Microlight<br>-Angle Pieces<br>-Bandit's Wheelgun (Boxed)<br>-Bandit's Wheelgun<br>-Cyber Blaster<br>-Cyber Blaster,Sets:<br>-
1968,65.0,Jeep,"Set: "
2014,471.0,The Battle of the Five Armies,"Set: "
2016,9.0,Laser Mech<br>-Astronaut<br>-Flying Warrior,Sets:<br>-
2013,279.0,Coast Guard Plane<br>-Stagecoach Escape,Sets:<br>-
1980,32.0,8 Straight Rails Gray 4.5v<br>-8 Curved Rails Gray 4.5v,Sets:<br>-
2002,861.0,Crane Truck,"Set: "
1995,1730.0,Technology Resource Set,"Set: "
1988,217.0,Medium Bucket,"Set: "
1994,70.0,Windsurfer & Van,"Set: "
2011,14.0,Police Truck<br>-Advent Calendar 2011 City (Day 15) Police Car Base<br>-Advent Calendar 2011 City (Day  4) Wall with Barred Window<br>-Advent Calendar 2011 Star Wars (Day 15) - Republic Gunship,Sets:<br>-
2005,6.0,Dirt Crusher Gearbox with Light<br>-Vladek<br>-Jayko<br>-Toa Hordika Collection<br>-Mango - Suntory Promotional<br>-Advent Calendar 2005 City (Day 12) Train Worker<br>-Advent Calendar 2005 City (Day 22) Food Counter<br>-Advent Calendar 2005 Clikits (Day 11) Picture Frame<br>-Toa Hordika Deluxe Collection (8736 8737 8738 8739 8740 8741)<br>-Visorak Collection (8742 8743 8744 8745 8746 8747),Sets:<br>-
2004,112.0,Ferrari F1 Racer 1:24 Scale,"Set: "
1989,142.0,Derby Trotter,"Set: "
2013,152.0,Blue Suitcase,"Set: "
1985,33.0,Basic Motor Set,"Set: "
2007,2058.0,Cafe Corner,"Set: "
2009,169.0,Crystal King,"Set: "
2002,193.0,Duel Racers,"Set: "
1994,433.0,Flame Fighters,"Set: "
2015,42.0,Deep Sea Scuba Scooter,"Set: "
2008,233.0,River Chase,"Set: "
2013,70.0,Panda<br>-Cavalry Builder Set,Sets:<br>-
2004,168.0,Sea Machines,"Set: "
2014,112.0,Arctic Ice Crawler,"Set: "
1983,25.0,Road Repair Set<br>-Space Patrol,Sets:<br>-
1984,141.0,Basic Set with Storage Case,"Set: "
2013,268.0,Downtown Bakery,"Set: "
2011,166.0,Ewok Attack,"Set: "
2002,1483.0,Williams F1 Racer,"Set: "
2016,23.0,Robin And Horse,"Set: "
1979,39.0,Space Shuttle<br>-Two-Man Scooter,Sets:<br>-
2002,61.0,Small Wheels and Axles<br>-Nitro Pulverizer<br>-Ogel Mutant Killer Whale,Sets:<br>-
1978,51.0,Flat Wagon,"Set: "
1996,134.0,Sea Plane with Hut and Boat,"Set: "
2013,300.0,Fire Emergency,"Set: "
2016,640.0,Ford F-150 Raptor & Ford Model A Hot Rod,"Set: "
2012,666.0,An Unexpected Gathering,"Set: "
2010,478.0,Neptune Carrier,"Set: "
1991,34.0,2-Pilot Craft<br>-Mud Runner,Sets:<br>-
2008,64.0,Clone Turbo Tank - Mini,"Set: "
1978,77.0,Supplementary Set,"Set: "
1997,31.0,Headgear (Hats and Hair),"Set: "
1958,156.0,1 x 2 Bricks,"Set: "
2010,18.0,Halloween Pumpkin<br>-Halloween Ghost<br>-Jessie's Round-Up<br>-Rahkshi,Sets:<br>-
2003,321.0,Baja Desert Racers,"Set: "
1973,46.0,"Grandfather Clock, Chair and Table","Set: "
2008,96.0,"Coin Bank, Castle with Drawbridge","Set: "
2016,282.0,Bird Island Egg Heist,"Set: "
2009,877.0,Construction Site,"Set: "
1978,31.0,Tractor,"Set: "
1976,44.0,Lufthansa Boeing 727<br>-Mother and Baby with Dog,Sets:<br>-
1986,5.0,Lighting Brick with Red and Blue Globes<br>-Colored Globes<br>-Small Cafe,Sets:<br>-
1997,77.0,Seaplane,"Set: "
1997,69.0,Green Bucket,"Set: "
2009,84.0,Republic Attack Cruiser - Mini,"Set: "
2015,27.0,Azari’s Magic Fire<br>-Ice Crossbow<br>-Poe's X-Wing Fighter,Sets:<br>-
1985,85.0,Rescue-I Helicopter,"Set: "
1999,78.0,Scorpion Attack,"Set: "
2012,196.0,Heartlake Flying Club<br>-Street Rebel,Sets:<br>-
1982,267.0,TECHNIC Universal Set,"Set: "
1992,453.0,Assortment of Connectors,"Set: "
2015,385.0,Rhino and Sandman Supervillain Team-up,"Set: "
2014,125.0,Turkey,"Set: "
1989,34.0,Message Decoder,"Set: "
1993,135.0,Small Bucket for Her,"Set: "
2012,632.0,Forest Police Station,"Set: "
1966,30.0,"1 x 2 x 2 Window, Red or White","Set: "
2001,80.0,Jumper Bricks,"Set: "
2008,91.0,Jungle Duel<br>-Desert Hopper,Sets:<br>-
1986,341.0,Car Transport Depot,"Set: "
2001,331.0,iFountain (Lego / Coca-Cola Employee Exclusive),"Set: "
2007,7.0,Squid Ammo<br>-Grapes - Hong Kong Lego Show Promotional<br>-Orange - Hong Kong Lego Show Promotional<br>-Complete Castle Collection<br>-Ultimate Aqua Raiders Collection,Sets:<br>-
2011,145.0,"MBA Level Two - Kit 4, Flight Designer<br>-Knight and Castle Building Set",Sets:<br>-
2016,1041.0,Heavy Lift Helicopter,"Set: "
1995,364.0,Hurricane Harbor,"Set: "
1962,240.0,2 x 3 Plates (cardboard box version),"Set: "
2016,169.0,Getaway Racer<br>-Crossbones’ Hazard Heist,Sets:<br>-
2000,42.0,Ice Surfer,"Set: "
1999,414.0,Rock Raiders HQ,"Set: "
2009,23.0,Battle Droid on STAP<br>-Tipper Truck,Sets:<br>-
1973,28.0,Payloader,"Set: "
1999,29.0,Propellor Buggy<br>-Kabaya Promotional Set: Propeller Buggy,Sets:<br>-
2005,53.0,Flame Glider<br>-Toa Iruini,Sets:<br>-
2013,253.0,Moto Cross Bike<br>-Batman<br>-Golden Dragon,Sets:<br>-
1985,8.0,"Turntables (4 x 4), Turntables (2 x 2)<br>-Remote Control for Electric Points",Sets:<br>-
2008,957.0,Police Headquarters,"Set: "
1982,201.0,Viking Line Ferry,"Set: "
2008,137.0,Airline Promotional Set - ANA limited edition,"Set: "
2004,784.0,Titan XP,"Set: "
2014,291.0,Sparratus' Spider Stalker,"Set: "
2008,140.0,Toa Ignika,"Set: "
2014,361.0,HH-87 Starhopper,"Set: "
1997,10.0,Sabah Promotional Set: Plane<br>-Sabah Promotional Set: Helicopter<br>-Sabah Promotional Set: Yacht,Sets:<br>-
2008,5922.0,Taj Mahal,"Set: "
2009,9.0,Postman<br>-Advent Calendar 2009 Pirates (Day 12) - Fish over Fire<br>-Advent Calendar 2009 Pirates (Day 18) - Weapon Stand<br>-Advent Calendar 2009 Pirates (Day  2) - Table with Lamp and Map<br>-Advent Calendar 2009 City (Day 12) Crate and Present<br>-Advent Calendar 2009 City (Day 15) Park Bench<br>-Advent Calendar 2009 City (Day 18) Fountain,Sets:<br>-
1956,96.0,ESSO Filling Station,"Set: "
1989,63.0,Santa on Sleigh with Reindeer,"Set: "
2008,534.0,Dwarves' Mine,"Set: "
2016,409.0,Arendelle Castle Celebration,"Set: "
2007,56.0,MX-11 Astro Fighter,"Set: "
1990,30.0,Stunt Chopper<br>-Track Blaster<br>-Astro Dart,Sets:<br>-
1996,157.0,Hypno Cruiser,"Set: "
2014,329.0,Eris' Fire Eagle Flyer,"Set: "
1993,921.0,Skull's Eye Schooner,"Set: "
2002,147.0,Slammer G-Force,"Set: "
1961,24.0,1 x 3 x 2 Window in Frame,"Set: "
1973,63.0,Shell Double Tanker,"Set: "
2005,151.0,"Las Vegas Skyline, Eiffel Tower (LLCA Ambassador Pass Exclusive)","Set: "
2009,811.0,Fallingwater,"Set: "
1998,1712.0,ROBOLAB Starter Building Set,"Set: "
2015,57.0,Pirate Treasure Hunt<br>-ATV Patrol<br>-LEGO® DIMENSIONS™ Laval Fun Pack,Sets:<br>-
2005,348.0,Dino Track Transport,"Set: "
2014,60.0,Snowman<br>-LEGO Minifigures - The LEGO Movie Series - Sealed Box<br>-LEGO Minifigures - The Simpsons Series - Sealed Box<br>-LEGO Minifigures Series 12 - Sealed Box,Sets:<br>-
2014,139.0,Reindeer<br>-Bricktober Pizza Place,Sets:<br>-
2012,191.0,T-Rex,"Set: "
2015,19.0,Fire Boat<br>-Delivery Vehicle<br>-Turtle’s island<br>-Trick Or Treat<br>-Snowspeeder<br>-Snowspeeder,Sets:<br>-
2013,11.0,"Crawley<br>-Advent Calendar 2013, Friends (Day 15) - Bench<br>-Advent Calendar 2013, Friends (Day  2) - Snowmobile<br>-Advent Calendar 2013, City (Day  2)<br>-Advent Calendar 2013, Star Wars (Day 12) - Republic Dropship<br>-Advent Calendar 2013, Star Wars (Day 14) - Geonosian Starfighter<br>-Advent Calendar 2013, Star Wars (Day  2) - Dooku's Solar Sailer<br>-Advent Calendar 2013, Star Wars (Day  7) - Weapons Depot",Sets:<br>-
